947 11327
623 493 430
325 878 936
904 850 16664
845 377 27546
889 90 15159
653 765 28771
872 123 32478
261 213 24452
592 390 3816
739 411 25109
163 858 30751
282 667 30096
112 340 28330
364 517 17914
230 401 461
311 45 30892
257 771 27429
832 446 32313
45 255 15006
322 8 10001
658 433 13018
794 116 18936
840 294 8645
332 508 7281
777 9 28545
572 626 15523
463 814 4597
712 119 10597
177 443 7588
107 373 20600
123 708 23703
859 22 17429
798 155 14971
737 272 24662
44 369 329
224 904 32296
665 945 25610
317 598 5318
547 9 15770
115 157 11246
894 304 10429
448 382 18017
930 522 19612
3 26 26990
531 851 15873
892 771 8026
180 606 14131
612 261 10375
562 15 26224
823 134 3009
938 418 9602
606 788 20497
707 389 432
795 87 14521
677 807 29829
552 562 30391
302 594 17187
78 744 1393
208 631 32032
72 178 4179
230 334 21781
305 821 23935
653 701 23665
628 19 24043
691 946 22823
583 90 15737
168 539 18263
817 630 11758
636 492 29179
264 569 15829
630 422 13634
212 329 26799
360 137 16929
515 419 16386
157 526 28220
116 804 9505
237 336 3136
217 565 6598
599 13 18487
214 760 16852
928 28 24711
477 409 23258
364 156 8089
854 82 15920
260 641 854
358 26 2243
224 900 22277
166 287 20463
285 58 31016
25 879 27891
44 469 27243
41 613 28896
32 337 25539
944 736 20767
24 461 24913
726 697 24794
96 877 7331
918 685 17890
530 493 11363
178 877 22525
706 467 14499
700 688 20371
673 734 14905
38 61 25903
438 132 24812
660 209 5474
647 440 11473
234 268 18867
709 191 10101
43 882 29990
197 643 7840
625 162 16082
494 825 8118
898 829 27979
634 508 17026
309 701 30259
157 63 19332
301 558 10462
256 41 1723
47 589 3934
565 280 16843
467 538 19765
868 765 655
495 165 2568
520 932 4988
839 210 23605
104 87 20827
675 125 5529
461 441 12325
793 238 9277
219 128 26135
6 519 22752
925 226 6225
63 26 2785
556 441 18890
533 547 32697
253 84 30842
717 613 19191
816 687 9156
785 255 4544
85 186 20650
678 285 30020
226 672 3640
252 234 1241
716 380 26269
548 939 25539
836 625 14834
234 404 6102
5 132 17822
207 128 3435
714 831 10194
126 402 4710
507 96 4256
586 268 11583
875 67 6793
675 750 5701
721 437 672
821 123 2203
698 488 15507
247 602 31241
387 444 2386
171 143 16593
53 682 29739
756 714 7712
229 138 20040
634 714 12466
181 287 2614
339 470 7645
329 95 18967
423 200 30941
660 290 18165
800 79 19243
511 253 18474
624 613 10099
210 528 10182
749 579 14598
244 850 567
704 699 16347
661 83 24225
893 889 28024
116 866 10921
525 5 12639
214 805 8096
337 81 17361
888 605 24653
885 737 13317
432 534 9677
262 435 31525
21 553 30524
898 337 10159
680 437 31530
840 264 11531
1 114 16969
370 20 15108
668 599 19409
102 917 20354
283 122 14821
833 195 28876
26 567 17631
438 577 3464
899 504 30107
161 845 26401
943 133 22472
223 336 14417
776 453 8071
514 233 32076
33 209 16258
830 749 19457
407 117 26826
6 938 4130
381 882 16409
60 752 20984
154 451 19526
245 658 16433
445 160 20497
33 865 21536
691 808 30103
233 255 25902
646 166 31745
838 38 11122
57 290 2132
70 777 23198
727 775 24684
405 600 30154
519 339 17286
97 681 4548
551 523 21986
468 155 16108
885 198 15720
930 644 5322
285 63 11095
835 617 10453
12 492 13153
447 281 26417
766 407 2755
423 170 8006
755 540 10814
909 386 28541
550 668 25594
865 386 25230
515 636 23220
932 263 26026
793 877 18687
772 746 8412
608 278 12716
598 485 22540
772 537 14896
848 3 29016
599 132 15045
129 128 24757
834 927 14671
748 249 17800
273 384 18312
381 603 23192
377 175 15383
588 843 2831
155 714 12432
40 267 8014
546 826 18312
19 248 19120
900 594 9545
645 226 32664
780 618 2764
438 625 24933
41 691 30202
87 832 1045
878 287 23401
905 846 30657
408 713 19729
857 486 29247
849 231 32424
254 837 21383
168 643 25517
532 927 20907
176 579 27717
38 199 24458
692 412 32113
487 730 28033
728 34 30295
362 169 1478
500 826 14214
458 844 3641
557 790 640
844 628 14271
833 431 30449
375 313 26519
806 133 16473
841 815 16666
64 542 535
420 355 30440
71 98 2327
12 740 16505
191 499 4493
603 16 19837
350 238 21634
550 805 25243
342 269 25637
111 252 872
628 342 28440
783 621 15283
772 202 8757
397 649 20085
323 690 23932
813 345 23303
545 899 7208
108 664 31083
26 753 6436
27 645 29900
141 163 12362
798 565 14212
344 371 4674
521 633 15937
472 425 25552
724 575 4137
864 381 8946
452 656 22538
268 311 31526
615 922 24306
48 809 24484
56 784 25294
577 225 7548
200 168 9180
921 269 28876
186 328 6675
685 539 20370
477 22 8140
259 921 25032
594 469 4440
514 477 20931
795 378 31044
598 249 4369
112 490 28531
550 726 11600
539 155 25955
798 401 11686
896 506 17453
10 237 31981
603 940 4386
913 200 28084
881 488 21531
385 870 15505
792 254 18125
563 10 27273
61 95 17348
103 21 17866
172 166 30515
120 11 31882
147 689 32405
33 254 31201
163 586 9403
650 98 15757
770 368 10544
438 336 14261
79 639 25714
871 448 13836
762 453 11726
103 436 8120
515 140 7912
855 727 11465
35 432 6682
115 506 3180
879 456 4142
303 830 31005
478 378 14109
626 37 7295
233 859 1759
664 833 27824
946 550 12905
841 622 27428
855 857 17006
126 553 29046
456 909 17540
164 310 4783
825 282 31921
660 864 6124
393 724 151
73 579 21876
16 384 27310
937 712 16576
598 474 21274
162 379 27020
362 450 397
882 588 17620
229 705 3392
320 758 23223
426 607 26373
444 802 29336
141 173 26175
445 815 24712
464 345 13669
761 259 21321
174 809 31419
387 578 26999
944 166 2119
924 479 17472
795 787 16074
663 47 22088
859 722 9308
274 490 31561
365 895 31413
147 180 30038
117 342 27209
719 761 12991
398 862 28356
547 655 19473
7 459 26252
363 62 2982
5 340 19019
205 212 6329
609 659 29361
584 620 7688
53 748 16884
810 245 32323
833 595 17303
703 561 15295
338 216 7514
145 440 20283
442 353 10635
223 95 18285
233 134 15597
101 9 8626
313 549 10566
521 765 26512
841 710 18283
782 527 22923
308 851 58
757 363 29441
346 730 26036
611 337 14055
414 647 1712
816 229 27359
55 860 11474
786 885 22562
614 837 10192
491 506 554
561 595 31275
946 623 4397
919 115 31463
668 420 701
784 371 7400
296 258 7468
837 305 22518
29 303 12939
223 840 30884
884 185 1619
186 515 13183
291 346 13597
874 892 3416
159 513 24573
556 663 19851
923 21 9547
222 639 4230
38 857 12045
435 555 32767
175 206 25402
368 355 932
831 441 7305
920 525 14368
2 772 21141
271 242 29642
45 227 20083
808 52 26467
110 917 1295
124 901 20127
267 17 746
660 870 30585
852 755 3352
768 149 30848
427 828 18818
678 441 3482
397 440 29918
86 414 4082
644 115 30431
64 476 10513
791 786 5510
509 573 2634
253 406 11928
132 68 26887
735 197 19115
49 869 5530
804 182 8010
823 393 1428
900 191 15895
492 456 27614
312 589 19706
307 442 23267
866 375 14635
295 870 8512
95 509 26532
171 843 17849
878 109 340
216 573 1787
34 904 13390
926 345 19078
695 199 24481
798 640 21207
532 804 32049
864 944 10443
622 941 4441
41 802 892
121 91 19998
647 354 31826
638 55 23276
372 704 17662
129 700 13066
556 480 29581
219 637 7236
43 395 23777
605 235 9347
724 156 28719
53 788 21176
338 830 10523
552 435 32380
706 794 30471
915 485 16909
179 435 30706
133 70 169
554 379 18138
108 395 10315
159 934 27128
479 556 11486
711 772 2951
728 843 19455
851 653 1525
813 478 28644
512 495 17636
321 157 13041
99 881 6114
474 491 7485
245 612 30564
851 908 29057
332 457 2311
501 678 28293
259 423 20770
40 164 5893
508 114 19486
124 257 1817
193 528 3297
472 580 3511
22 578 24901
542 460 8132
385 130 13
567 5 25338
746 355 14615
472 378 38
71 398 10395
416 784 7060
869 800 173
299 623 24032
749 480 3412
887 86 29706
619 150 2732
64 239 9260
58 570 31249
889 647 22704
128 592 17538
379 354 521
203 91 10176
88 112 13158
912 343 30930
456 913 30936
219 622 500
776 247 9686
45 119 31520
708 297 20792
47 454 9133
87 89 28653
353 366 10429
699 609 4642
427 946 5992
818 262 16023
785 397 27379
679 894 22087
489 863 9834
325 14 24254
696 270 9844
829 947 7081
134 754 17224
537 392 4228
395 658 17408
838 216 26999
195 919 23482
797 595 30398
652 146 15957
552 286 26670
859 277 7585
687 939 24244
502 613 24923
677 363 18412
771 885 31573
112 768 23575
279 436 9871
912 495 4375
368 795 31539
694 54 30019
280 140 23216
352 616 15150
674 73 7782
474 547 23478
78 661 30888
180 124 9710
143 802 27381
194 101 27855
682 821 26044
617 656 20649
894 272 25869
470 665 30410
870 150 31479
104 154 20631
643 912 32713
405 53 5085
200 109 20688
593 915 12728
770 150 26443
554 131 26622
45 684 31409
352 223 11210
618 224 31816
252 269 5007
374 872 31499
876 631 30999
657 506 29290
828 882 31343
18 602 25058
725 913 16453
354 451 15164
880 498 22181
564 21 27259
25 77 32541
112 936 14999
691 915 21518
144 201 6245
563 490 6248
84 453 12913
325 861 30308
443 494 4022
407 224 4122
851 896 20607
118 85 6915
369 464 13265
537 770 1353
130 294 5169
588 947 22080
344 479 5236
283 347 15380
258 598 22370
247 740 1730
565 442 11107
15 327 23720
760 91 3220
397 172 1434
141 900 31739
548 587 13615
555 253 2077
333 753 11000
690 237 417
94 186 23196
887 19 14013
818 684 10000
334 284 9885
300 380 25451
301 145 31253
938 871 4352
216 875 16685
771 762 1466
712 764 3434
176 390 5889
617 932 3815
58 262 25736
671 464 28314
426 621 15313
173 335 19028
715 489 6220
905 7 1886
358 946 19807
359 549 14025
276 799 16057
298 422 4801
500 183 12250
900 855 19900
578 55 28248
930 205 18080
806 693 32311
239 335 13889
763 295 13690
214 562 19206
103 474 13015
681 866 8275
19 70 22188
644 622 22718
144 609 15911
603 57 2541
336 923 23842
375 109 5658
927 29 25513
905 144 22649
566 420 25118
633 65 8426
192 917 11125
881 440 12480
670 709 22284
376 439 3465
371 16 3061
714 637 24595
90 25 27433
238 375 16932
430 403 22935
807 36 1271
346 764 5593
363 151 1034
908 311 16614
709 571 19009
333 369 26632
64 407 7941
930 498 6086
209 897 24222
355 58 27295
940 294 15939
622 639 10276
363 600 29488
173 100 32288
520 893 22108
463 552 16568
714 336 9900
628 933 16346
153 753 2481
613 124 28496
903 663 28499
738 876 11343
142 327 5889
697 852 9823
784 440 13614
734 844 10981
789 410 11852
253 163 6597
166 329 6280
453 583 28363
489 565 18412
835 575 24287
124 817 8369
276 410 22830
232 249 23024
152 378 7121
369 535 20208
55 791 18588
740 677 1979
272 807 21011
875 140 20937
193 42 440
87 266 10205
548 747 4153
358 515 21616
324 327 7455
746 112 15409
710 475 5895
197 194 9868
885 471 9881
14 364 14391
507 445 15796
673 806 14383
776 872 22915
601 747 12723
144 546 8573
797 285 9749
726 3 9852
567 892 22405
731 391 27757
373 611 21020
849 396 28238
893 236 19147
524 16 16235
145 187 17412
294 134 13746
567 618 2225
808 107 10680
653 184 3571
892 677 7633
929 196 6895
335 664 24149
285 48 3397
929 168 7857
944 631 18030
397 344 11773
700 694 9997
696 166 7640
594 834 13003
35 138 31839
804 328 27082
206 688 1450
653 853 6912
602 796 11991
719 455 19417
657 726 17653
716 422 9306
730 627 7546
909 373 15724
139 315 6453
464 267 5912
56 811 15369
411 646 23260
511 922 10968
447 400 29284
45 433 20057
121 337 30020
866 607 29908
393 550 4240
295 570 26111
764 320 24926
287 845 17259
479 188 22420
186 590 5440
702 262 10396
756 677 22076
353 24 12743
192 123 823
302 370 30858
473 751 29070
606 705 19165
376 682 19783
399 200 27747
300 315 27352
298 237 19745
22 661 25027
627 132 3313
325 449 31891
398 56 6899
547 451 16347
702 266 8873
337 940 27971
666 621 16515
797 20 18634
352 849 13829
751 692 21955
944 624 6606
714 768 3645
266 114 23076
689 611 4816
499 769 26841
622 450 18949
118 625 7585
778 512 11736
463 267 22573
528 373 27392
749 542 15792
518 327 18692
775 442 9618
329 5 25412
741 763 30590
474 758 23170
825 579 28943
780 110 9101
278 566 5065
37 615 17176
489 184 27681
62 533 28649
512 782 2237
686 346 3045
753 35 25913
936 93 31137
282 580 19985
730 300 22393
784 55 27515
804 833 27242
590 248 16226
342 13 21016
683 792 1717
484 582 19659
709 423 10446
286 507 11594
520 485 16286
618 519 32209
77 91 22996
759 527 29350
938 548 29775
495 704 5105
855 129 23147
260 284 14815
72 863 13574
582 606 26429
692 313 7776
917 232 3598
581 524 9497
94 331 9930
486 690 21236
480 830 3649
729 242 7223
514 615 10080
391 215 8885
501 688 5444
927 407 998
729 170 22371
916 118 2972
695 584 29871
401 153 11577
587 522 1025
735 907 9064
124 105 3888
663 124 6864
214 94 23452
865 510 26170
337 665 24089
450 51 31509
526 945 22905
174 628 27504
651 916 11820
925 138 20148
839 603 1706
234 932 7365
24 555 8101
494 739 30555
690 781 15417
516 345 19369
47 803 13705
273 244 10931
242 819 21141
1 174 16605
418 745 45
177 813 1437
556 665 27200
456 653 8787
514 311 12040
761 282 15281
512 566 14777
725 866 19268
565 375 5565
648 326 7923
244 85 3239
5 390 29329
661 175 28771
116 310 31703
247 123 24647
226 336 15198
205 674 29463
689 110 1399
358 696 18712
877 788 3053
210 82 28868
514 421 19987
852 67 3523
83 273 18103
238 750 9520
343 764 1993
344 640 9040
936 732 16848
748 206 28234
47 576 2453
934 704 30342
153 286 6268
921 326 178
477 699 21642
843 755 11938
501 767 13069
258 780 25481
217 857 5457
367 821 21820
754 217 8447
486 886 16250
783 461 24035
769 75 3957
628 489 8533
723 458 19721
670 585 4994
32 755 21605
632 578 30005
16 488 28186
723 269 19709
274 381 19651
551 504 22722
56 477 16068
110 133 7460
446 396 16634
927 777 27855
654 165 7797
406 469 21170
801 672 31447
68 592 25139
795 865 24419
853 606 4008
846 620 15797
165 331 18786
655 760 24330
124 478 32333
215 425 25691
872 515 12575
522 494 23936
417 688 12931
793 264 17605
236 88 10944
859 932 2879
473 790 11138
459 772 2091
127 316 28793
859 946 3977
776 214 1420
29 734 1205
658 423 1275
821 426 17373
772 161 30868
388 706 21351
716 466 4229
242 860 10910
914 633 21118
699 553 1683
598 14 3604
365 337 24142
294 356 15079
32 744 22324
837 773 8435
220 891 7958
621 470 30045
616 879 17404
139 827 901
361 69 23512
70 489 23681
106 261 2839
665 699 16282
212 938 13346
900 450 3742
211 16 13043
298 463 30502
310 581 28493
2 360 5668
483 862 5420
328 39 19796
259 374 13969
167 727 23137
450 273 19127
14 71 3556
200 35 15947
328 501 21633
110 296 25932
575 252 11981
406 138 27277
601 149 17608
201 413 8728
331 115 2063
503 273 15078
554 534 25613
272 127 418
567 685 24024
489 872 2419
381 947 19834
317 842 28926
15 416 6362
703 633 26917
249 16 7298
355 461 28720
375 902 18666
91 389 12116
895 605 31521
933 751 25058
211 222 19933
686 35 29828
526 238 7258
243 654 28746
767 775 17055
807 168 6263
31 763 24302
850 685 13140
302 392 1684
68 682 5491
343 754 5209
887 520 1047
270 200 306
556 230 11987
385 822 10257
941 690 10614
531 666 31711
774 731 18131
673 84 8962
115 721 18965
300 936 11784
811 185 26520
318 99 18244
182 470 20350
932 941 22402
351 126 19325
483 640 16414
244 603 9875
946 133 1316
404 584 28837
705 175 8767
227 607 2359
779 689 23460
455 508 957
199 2 14395
923 339 15671
849 536 1201
902 428 11792
16 286 22339
170 866 29822
30 271 6738
420 113 4817
744 424 14376
913 521 14968
418 471 11390
262 649 1956
156 662 4242
227 904 6854
529 207 15611
862 734 21613
438 550 26748
262 370 27940
235 501 19835
928 713 1628
847 810 26611
697 141 29334
490 655 23540
500 784 8760
898 233 6415
608 787 12249
161 832 26943
676 67 16875
207 251 23088
583 769 12552
852 342 26100
391 394 26958
1 813 31869
217 522 8845
815 263 8580
939 853 7734
356 245 19098
396 493 27466
767 448 6039
231 596 4030
300 889 29608
195 34 13320
259 270 14247
186 120 22742
842 618 5762
246 126 2079
588 939 732
167 890 10764
898 448 26933
332 169 31591
84 202 7210
9 730 26265
510 766 14527
42 351 349
249 509 9897
745 366 174
227 841 15627
445 386 24985
45 665 3636
810 208 8447
249 123 32045
668 469 30063
212 357 5700
419 435 26000
664 813 16346
804 323 6883
790 666 19213
571 367 17343
184 363 17449
442 885 2258
466 387 12506
468 882 22930
172 318 16016
121 151 28766
61 645 19877
49 1 14914
379 790 22040
870 770 6042
386 562 26874
273 184 519
190 5 7651
757 672 22902
200 820 7693
71 570 15653
539 587 18144
137 21 14060
804 757 7192
779 508 28214
362 728 1484
881 319 25963
429 665 12538
154 82 16313
578 135 26988
618 574 1667
704 837 31245
375 699 11483
389 41 7432
488 786 29906
599 513 22343
18 720 11652
741 461 21290
314 457 21037
850 745 31892
305 939 12709
892 97 21656
428 479 17170
919 337 15729
713 119 30656
509 812 28558
228 453 846
147 621 28364
597 516 2743
749 777 17216
692 2 16362
259 66 31515
676 933 29401
485 52 9102
216 87 25178
272 373 1210
773 643 26154
849 622 4361
828 396 14567
81 683 12938
520 644 1009
208 539 294
338 370 10332
747 225 710
8 942 26503
917 252 29377
538 521 21232
714 53 16424
647 610 7773
836 271 2772
736 397 24692
594 146 30012
727 426 19791
273 113 13687
147 85 21437
414 506 31235
774 604 5094
608 872 26709
132 801 7279
820 363 9931
833 660 8730
921 314 29468
100 41 20846
911 391 27533
790 834 3720
746 33 15372
856 734 22885
471 494 622
848 715 1556
506 407 1522
833 322 2204
535 425 9787
744 25 25272
740 482 9541
217 764 5558
431 565 3334
60 468 25888
357 909 15535
442 807 18160
250 605 29393
425 521 9350
385 607 16598
314 144 7065
301 747 2430
219 210 20688
820 924 20335
530 94 11729
183 109 31223
88 724 8935
204 609 9605
328 145 18566
540 370 25240
918 741 5977
493 485 16646
850 941 28074
225 181 32484
241 462 20274
183 39 31118
292 3 18617
328 736 25704
527 434 13079
553 602 7287
558 427 18794
936 640 234
544 520 13475
437 573 22560
600 64 25268
764 443 17878
428 636 18949
226 411 636
545 35 10755
697 298 11497
912 864 32730
550 929 1758
886 420 21179
698 316 542
324 306 15687
218 494 1795
374 603 16877
829 143 7896
640 588 5723
